"{""material"": ""play-doh"", ""start_method"": ""highest-point"", ""end_method"": ""target"", ""enable_shrink"": false, ""side_shrink"": false, ""termination_condition"": ""time"", ""termination_value"": 300.0, ""log_dir"": ""./logs/exp02"", ""z_above"": 0.15812, ""disable_robot"": false, ""visual_output"": true, ""visual_wait"": false, ""start_time"": 1652597439.7204602, ""target_shape"": {""type"": ""circle"", ""params"": {""center"": [358, 220], ""radius"": 57}}, ""preparation_time"": 0.6246001720428467}"
Iteration,Time (s),IoU,Max dough height (m),Dough height at S (m)
0,1.2069706916809082,0.2434978898812445,0.018471565700370007,0.018471565700370007
1,8.133858919143677,0.2618510158013544,0.01840860885469575,0.01840860885469575
2,16.648683547973633,0.2743154382176857,0.017227822607904786,0.017227822607904786
3,23.576634168624878,0.28216704288939054,0.014848472525271994,0.014848472525271994
4,30.502933263778687,0.2946314653057219,0.015239603410691083,0.015239603410691083
5,37.445011377334595,0.2991461379919521,0.015363165070037987,0.015363165070037987
6,44.368560791015625,0.3039552458533713,0.015116041626605736,0.015116041626605736
7,51.28114867210388,0.30552556678771225,0.016873798876775647,0.016873798876775647
8,58.20242667198181,0.3093532240651683,0.014972034066125572,0.014972034066125572
9,65.11228704452515,0.31759740897045835,0.015882124351557225,0.015882124351557225
10,72.03359413146973,0.3338894886642458,0.014185679112788563,0.014185679112788563
11,78.99127888679504,0.33712827559132397,0.014922508370504906,0.014922508370504906
12,85.90132737159729,0.343802139562273,0.014621563836131668,0.014621563836131668
13,92.84188890457153,0.34969084306605164,0.014625837741420566,0.014625837741420566
14,99.75494503974915,0.360584944548042,0.012856565516626839,0.012856565516626839
15,106.68201661109924,0.3684365492197468,0.013877013608872057,0.013877013608872057
16,113.61979007720947,0.38423790362155263,0.013594692731729863,0.013594692731729863
17,120.55176877975464,0.39532829522033563,0.01358614504172706,0.01358614504172706
18,127.47531008720398,0.40916674845421536,0.012592302933347344,0.012592302933347344
19,134.40057182312012,0.40828344292864854,0.011363080594645414,0.011363080594645414
20,141.34633994102478,0.41750907841790164,0.012712065645318016,0.012712065645318016
21,148.29561233520508,0.42006084993620574,0.011502530791002386,0.011502530791002386
22,155.2310700416565,0.42751987437432526,0.012596092408637682,0.012596092408637682
23,162.14288687705994,0.4339974482284817,0.011764644578784345,0.011764644578784345
24,169.0702188014984,0.43861026597310826,0.011504246163413834,0.011504246163413834
25,175.9878249168396,0.4440082441849053,0.012134169845331777,0.012134169845331777
26,182.92198133468628,0.4461674354696241,0.011851990477755647,0.011851990477755647
27,189.83059406280518,0.45450976543331045,0.011449439035190578,0.011449439035190578
28,196.7470977306366,0.4609873392874669,0.011132309398959483,0.011132309398959483
29,203.66935443878174,0.4682500736087938,0.011762270256608476,0.011762270256608476
30,210.58749651908875,0.4828736873098439,0.009446627318700718,0.009446627318700718
31,217.51114702224731,0.4982824614780646,0.008967754041898868,0.008967754041898868
32,224.42773461341858,0.5045637452154283,0.008415665609740719,0.008415665609740719
33,231.338880777359,0.5079006772009029,0.008647271271846724,0.008647271271846724
34,238.25774550437927,0.5095691431936402,0.009891957560291709,0.009891957560291709
35,245.18339610099792,0.5106487388359996,0.010467353080102382,0.010467353080102382
36,252.10143637657166,0.5131023652959074,0.009977190491421428,0.009977190491421428
37,259.00424575805664,0.5136912356462852,0.010458761630455893,0.010458761630455893
38,265.9450886249542,0.5179552590266876,0.008684970190027341,0.008684970190027341
39,272.87713265419006,0.5220335656099715,0.009464699875799232,0.009464699875799232
40,279.7933449745178,0.52154284031799,0.009593680246329117,0.009593680246329117
41,286.72277760505676,0.5225242909019531,0.01033865082469787,0.01033865082469787
42,293.63624143600464,0.5257580217839269,0.010472507949890297,0.010472507949890297
43,300.5594322681427,0.5273333987633723,0.011310679828650416,0.011310679828650416
