"{""material"": ""play-doh"", ""start_method"": ""centroid-2d"", ""end_method"": ""target"", ""enable_shrink"": false, ""side_shrink"": false, ""termination_condition"": ""time"", ""termination_value"": 300.0, ""log_dir"": ""./logs/exp01"", ""z_above"": 0.15812, ""disable_robot"": false, ""visual_output"": true, ""visual_wait"": false, ""start_time"": 1652581657.2071142, ""target_shape"": {""type"": ""circle"", ""params"": {""center"": [360, 222], ""radius"": 51}}, ""preparation_time"": 0.6182901859283447}"
Iteration,Time (s),IoU,Max dough height (m),Dough height at S (m)
0,1.1854569911956787,0.31151352012724826,0.017897190096701432,0.01725715509935133
1,8.104562044143677,0.33329254863575186,0.018248630666924948,0.015932164452241326
2,17.887584447860718,0.34393735470451486,0.018357975878358856,0.016246811180017806
3,24.80258297920227,0.35250214119662304,0.017651564978499512,0.017309242813309034
4,31.718173503875732,0.3577633671846323,0.015498639470939102,0.015600108944189617
5,38.68618583679199,0.36767404869692893,0.01623663539266984,0.014545123983218722
6,45.60909342765808,0.36828581916065095,0.017016343092234765,0.01571115372183096
7,52.52186131477356,0.37477058607610425,0.017160731089513215,0.012078285648462583
8,59.44382381439209,0.3878624739997553,0.01720911396028202,0.014770261117113215
9,66.35928392410278,0.3936131163587422,0.017125712802764426,0.011959162766559173
10,73.26570343971252,0.3992414046249847,0.016104766459684505,0.01207720682359037
11,80.17735648155212,0.4098862106937477,0.016228116873681198,0.012030686518990752
12,87.0938286781311,0.41013091887923653,0.01610902571709716,0.011300853058216376
13,94.0142195224762,0.42175455768995473,0.015209396923015817,0.01091219633647178
14,100.95163583755493,0.4448794812186468,0.01597378282789752,0.010294276077348785
15,107.86778569221497,0.44561360577511316,0.0161269146098878,0.009850096966783628
16,114.79553008079529,0.45479016273094336,0.01610902571709716,0.008856587715060038
17,121.72845458984375,0.46886088339654963,0.01625026526503448,0.010405360570575728
18,128.66639924049377,0.4624984705738407,0.015074791989729164,0.00759202762573441
19,135.59218287467957,0.4678820506545944,0.01687367835244713,0.010871760551344867
20,142.52469301223755,0.48121864676373427,0.016121803493498454,0.011681376119749842
21,149.45149493217468,0.48660222684448795,0.01687027678071984,0.009850096966783628
22,156.3622326850891,0.4892940168848648,0.015965264308908766,0.006862770040952704
23,163.2886929512024,0.49308699375994125,0.015094693819131755,0.010072206379859061
24,170.21816849708557,0.49577878380031815,0.015257522931693468,0.010497858169691177
25,177.15481853485107,0.5069130062400587,0.015961005053577892,0.010849539681140885
26,184.07654547691345,0.5080141930747584,0.015846173156488175,0.008758097079932248
27,190.9924077987671,0.5087483176312247,0.015520031543028168,0.010370053414880842
28,197.9259581565857,0.5136424813410009,0.013829416893871738,0.010627450125858307
29,204.8411705493927,0.5184142909580326,0.015074811124178855,0.007582793752057171
30,211.76320052146912,0.5193931236999878,0.01797394442927802,0.01096058445878223
31,218.67994093894958,0.5231861005750642,0.017038453311584822,0.00758833407626347
32,225.61385679244995,0.5266120151719075,0.014831406196746388,0.007684584798228311
33,232.53628134727478,0.5280802642848403,0.016868576116472078,0.008461957815095955
34,239.4601788520813,0.5344426771075492,0.014831406317321383,0.008573002592737189
35,246.41489958763123,0.5403156735592806,0.015482228714294166,0.009961141744424862
36,253.34498238563538,0.5381132998898813,0.01584191377641886,0.006629579979464673
37,260.27726435661316,0.5417839226722134,0.014720644068884292,0.007351430607511644
38,267.20793080329895,0.5419062767649578,0.015846173156488175,0.009017221418888166
39,274.12393856048584,0.5466780863819894,0.015846173156488175,0.007092306268555615
40,281.04584550857544,0.5481463354949223,0.01550788163783412,0.007337530152513594
41,287.96576380729675,0.5551205187813533,0.014675216588596718,0.009850096966783628
42,294.8911075592041,0.5570781842652637,0.014967767632891427,0.006518495486237508
43,301.813924074173,0.5608711611403402,0.017678943493198762,0.009017201561095312
