"{""material"": ""play-doh"", ""start_method"": ""highest-point"", ""end_method"": ""target"", ""enable_shrink"": true, ""side_shrink"": false, ""termination_condition"": ""time"", ""termination_value"": 300.0, ""log_dir"": ""./logs/exp03"", ""z_above"": 0.15812, ""disable_robot"": false, ""visual_output"": true, ""visual_wait"": false, ""start_time"": 1652610835.7340007, ""target_shape"": {""type"": ""circle"", ""params"": {""center"": [358, 200], ""radius"": 44}}, ""preparation_time"": 0.6812186241149902}"
Iteration,Time (s),IoU,Max dough height (m),Dough height at S (m)
0,1.2650713920593262,0.35905874609182165,0.01796460603071892,0.01796460603071892
1,8.248496294021606,0.3574131973013,0.01922113261271896,0.01922113261271896
2,15.17397689819336,0.38259009379628106,0.018613170354251918,0.018613170354251918
3,22.142088651657104,0.40842520980747077,0.018125702749873907,0.018125702749873907
4,29.068682432174683,0.447753825900938,0.018720002073705277,0.018720002073705277
5,35.9883234500885,0.25705193114422104,0.0157144347760233,0
6,42.8950891494751,0.2615158204562178,0.017520816357472158,0
7,49.80925512313843,0.26448846836191603,0.019964569692072054,0
8,56.72638130187988,0.26588305311709565,0.016811231346481326,0
9,63.62932729721069,0.27056019070321813,0.019061605606841114,0
10,70.54188060760498,0.27967359050445106,0.014897601499391344,0
11,77.4685525894165,0.27611152976639036,0.017217913833302068,0
12,84.37535977363586,0.2848512309318834,0.01478788071348669,0
13,91.2867419719696,0.28473053892215566,0.01747177866969185,0
14,98.20895028114319,0.2866029434076771,0.017266477070608244,0
15,105.1172022819519,0.29423279626562265,0.01478788071348669,0
16,112.03181433677673,0.29289850655288024,0.016263006088386045,0
17,118.92969393730164,0.2990426986780125,0.014911231127483382,0
18,125.8765001296997,0.3106209397189908,0.015890564741289803,0
19,132.78951382637024,0.3101816516562357,0.016918426942847176,0
20,139.72481155395508,0.30929413566069514,0.016863851005941455,0
21,146.66133165359497,0.30427350427350425,0.014911231127483382,0
22,153.57538962364197,0.31899861772385196,0.0173057677623335,0
23,160.48949098587036,0.3157001850709439,0.017433784342869907,0
24,167.39880394935608,0.322705463550534,0.018051745829563814,0
25,174.31243515014648,0.33127030790654494,0.017045600016706075,0
26,181.21204042434692,0.32698015935010155,0.017886827737364386,0
27,188.121027469635,0.33032659409020215,0.015889217451119375,0
28,195.02955389022827,0.33506207763633505,0.016918426942847176,0
29,201.9401113986969,0.3360075507314771,0.015054992413795598,0
30,208.84392189979553,0.34129103188314747,0.017050693622784663,0
31,215.75603008270264,0.3514789175582127,0.015059251672509322,0
32,222.67345809936523,0.3513087354146957,0.017050675540370097,0
33,229.5917661190033,0.34641449960598897,0.016450176250284332,0
34,236.50588011741638,0.34959607159828926,0.017158259131205944,0
35,243.4177224636078,0.354546897317886,0.01617474392419327,0
36,250.3266887664795,0.35412379293968654,0.017054938295731126,0
37,257.23715376853943,0.3570405727923628,0.018044712218361236,0
38,264.1495192050934,0.3538732394366197,0.016615770835845645,0
39,271.05786180496216,0.36260938743038984,0.01669664115073577,0
40,277.96648812294006,0.35895391484611705,0.018239525468670803,0
41,284.8895981311798,0.36628926805932066,0.01745255269574253,0
42,291.794646024704,0.37044761751965344,0.017718749951303292,0
43,298.6999099254608,0.37915601023017903,0.017945699349778965,0
44,305.59910011291504,0.37171684817424727,0.0173160417040632,0
