"{""start_method"": ""centroid-2d"", ""end_method"": ""current"", ""termination_condition"": ""time"", ""termination_value"": 100.0, ""log_dir"": ""/home/RoboG1/interbotix_ws/src/interbotix_ros_manipulators/interbotix_ros_xsarms/interbotix_xsarm_perception/scripts/robotic-dough-shaping/logs"", ""z_above"": 0.15812, ""disable_robot"": true, ""debug_vision"": true, ""type"": ""circle"", ""params"": {""center"": [380, 196], ""radius"": 52}}"
Iteration,Time,IoU
0,0.8695523738861084,0.48217017770977993
