"{""material"": ""plasticine"", ""start_method"": ""centroid-3d"", ""end_method"": ""target"", ""enable_shrink"": false, ""side_shrink"": false, ""termination_condition"": ""time"", ""termination_value"": 300.0, ""log_dir"": ""./logs/exp01"", ""z_above"": 0.15812, ""disable_robot"": false, ""visual_output"": true, ""visual_wait"": false, ""start_time"": 1652585337.9343238, ""target_shape"": {""type"": ""circle"", ""params"": {""center"": [360, 222], ""radius"": 50}}, ""preparation_time"": 0.6301116943359375}"
Iteration,Time (s),IoU,Max dough height (m),Dough height at S (m)
0,1.2246513366699219,0.31446781389420014,0.019368392932255007,0.016044814554590836
1,8.17203402519226,0.3194391332058636,0.02076577926611045,0.01654689621448746
2,16.99588370323181,0.33460803059273425,0.019951580097053445,0.014231030591576044
3,23.95305871963501,0.34289356277884003,0.017767318438231983,0.013788146102248766
4,30.89619731903076,0.3467176545570427,0.019418280040503832,0.013670616123334756
5,37.840826749801636,0.351434034416826,0.019148960214359856,0.01389448447630881
6,44.79456663131714,0.36035691523263225,0.019052772170765286,0.013840174792912663
7,51.733641386032104,0.3652007648183556,0.01635572672595298,0.012316506711508635
8,58.669971227645874,0.36864244741873803,0.01845952865050493,0.013586720883019487
9,65.63564491271973,0.38508604206500957,0.01610902571709716,0.011614997943260041
10,72.57824206352234,0.3982154238368388,0.01716411030914744,0.011483237336427088
11,79.51835083961487,0.4058636073932441,0.019106890455049652,0.012296076459939131
12,86.49122190475464,0.42090503505417465,0.018121458076927444,0.011637747696258027
13,93.43609404563904,0.4238368387507967,0.019981743043601674,0.012318750489986319
14,100.37052965164185,0.43224984066284255,0.017016343092234765,0.01107804740500351
15,107.32324051856995,0.43607393244104525,0.018129947418656922,0.010384103195486882
16,114.26947069168091,0.4439770554493308,0.014839939419735382,0.010624099718797297
17,121.21224784851074,0.44321223709369023,0.017571799669032884,0.010875409168707773
18,128.15823030471802,0.4498406628425749,0.01824438611663526,0.01087823576966851
19,135.15258479118347,0.462842574888464,0.018125702749873907,0.010641027649197832
20,142.09477019309998,0.46220522625876354,0.016250265144459486,0.010207941882112825
21,149.03939771652222,0.4817080943275972,0.020108478913912542,0.010448719619059466
22,155.96739602088928,0.48196303377947736,0.016776017267957632,0.009867446132494129
23,162.89840292930603,0.48425748884639896,0.01584191377641886,0.010051108296889488
24,169.84575986862183,0.48540471637985977,0.016984095211900363,0.009211665572420036
25,176.78586173057556,0.4879541108986616,0.017855260939860007,0.009688067417037982
26,183.77343225479126,0.49203314212874444,0.01701804387705752,0.010097707096296094
27,190.709566116333,0.4915232632249841,0.018852982115316275,0.01040115639432293
28,197.6777880191803,0.4958572339069471,0.01584191377641886,0.00890878088372371
29,204.6266372203827,0.4959847036328872,0.01715393918031094,0.00985775337374628
30,211.57163286209106,0.49891650732950926,0.018852982115316275,0.00959030454755383
31,218.51787567138672,0.5021032504780115,0.01860667413812178,0.00947861876470446
32,225.46289610862732,0.5026131293817718,0.01997751295720307,0.010124801442033315
33,232.41683268547058,0.515742511153601,0.01597378282789752,0.0086529091112163
34,239.3498136997223,0.5148502230720204,0.017517048441927252,0.010006369279301763
35,246.29113841056824,0.5198215423836838,0.014720644068884292,0.008568466764197868
36,253.22878098487854,0.512810707456979,0.017184519741592963,0.009202886045852399
37,260.16998076438904,0.521478648820905,0.014998386945277664,0.009387746772050676
38,267.11798095703125,0.5194391332058637,0.015742622885585034,0.009243306563210485
39,274.0424609184265,0.5191841937539834,0.014963501081164066,0.008900011821475706
40,280.9746878147125,0.5184193753983429,0.014844205973544633,0.008852414405141174
41,287.95376205444336,0.5202039515615041,0.01584191377641886,0.009417733872535305
42,294.88313031196594,0.5210962396430847,0.01708430747674672,0.009210211652151745
43,301.82330870628357,0.5208413001912046,0.01584191377641886,0.00889221832505005
